,unique_ide,mean_lst,max_lst,min_lst,sd_lst,latitude,longitude
198,3712/025_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.7928408688593,-122.39535932476996
199,3727/202_2018,302.3830830039525,302.3830830039525,302.3830830039525,0.0,37.776807746762735,-122.41147431653204
200,0312/009_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78743161726269,-122.4043714285332
201,3807/001_2018,303.88638783269977,303.88638783269977,303.88638783269977,0.0,37.76982894660691,-122.40010114403664
202,3708/174_2018,298.7633948339484,298.7633948339484,298.7633948339484,4.404832986371046e-06,37.78990403436664,-122.3999125063293
203,3918/010_2018,303.9268679245282,303.9268679245282,303.9268679245282,0.0,37.76741760171865,-122.40621585227188
204,3641/070_2018,304.1786100386102,304.1786100386102,304.1786100386102,0.0,37.75329670274832,-122.41585008755462
205,0295/016_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.788910163294815,-122.40719603499478
206,3721/001_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78948763263012,-122.39759340918272
207,3788/041_2018,300.33751824817534,300.33751824817534,300.33751824817534,4.404832986371046e-06,37.779561338778855,-122.39303976839985
208,3721/120_2018,298.7633948339484,298.7633948339484,298.7633948339484,4.404832986371046e-06,37.7884461707073,-122.3986412421405
209,3735/063_2018,298.7633948339484,298.7633948339484,298.7633948339484,4.404832986371046e-06,37.78631981150843,-122.39823507459867
210,0228/038_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79471013385768,-122.40194964211749
211,3719/018_2018,293.15658536585374,293.15658536585374,293.15658536585374,0.0,37.789884143548015,-122.39489272958352
212,4017/005_2018,304.5536964980545,304.5536964980545,304.5536964980545,0.0,37.761971030191965,-122.41064650292068
213,3708/096_2018,298.7633948339484,298.7633948339484,298.7633948339484,4.404832986371046e-06,37.78887747228844,-122.40028195945028
214,3708/028_2018,298.7633948339484,298.7633948339484,298.7633948339484,4.404832986371046e-06,37.78937325551394,-122.39966584493492
215,0691/021_2018,301.4089682539681,301.4089682539681,301.4089682539681,0.0,37.787353476832166,-122.4211893683425
216,5598/030_2018,302.89959543971577,303.3085057471263,302.6079389312978,0.33025036408381697,37.74171784331124,-122.40541797810393
217,0240/020_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79323419601495,-122.40366734877844
218,1596/042_2018,295.5076699029127,295.5076699029127,295.5076699029127,3.114687274657158e-06,37.774536457754685,-122.50979513959707
219,3785/002A_2018,303.3317820124826,303.47214007782117,303.47214007782117,0.0,37.77529981557294,-122.39805774967265
220,3735/005_2018,298.7633948339484,298.7633948339484,298.7633948339484,4.404832986371046e-06,37.78604250066753,-122.3985561846769
221,3903/002_2018,303.9268679245282,303.9268679245282,303.9268679245282,0.0,37.76866324895073,-122.4113219220994
222,3709/019_2018,297.19124225062,298.7633948339484,293.15658536585374,2.6430753304769654,37.790539887627965,-122.39757544278312
223,3788/131_2018,300.33751824817534,300.33751824817534,300.33751824817534,4.404832986371046e-06,37.77973434726128,-122.39251099407085
224,3518/045_2018,303.9268679245282,303.9268679245282,303.9268679245282,0.0,37.773749282628245,-122.41248232681394
225,3780/078_2018,303.88638783269977,303.88638783269977,303.88638783269977,0.0,37.77256170310951,-122.40447402383629
226,0743/203_2018,302.3830830039525,302.3830830039525,302.3830830039525,0.0,37.78211720895784,-122.42130357963958
227,3708/095_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78886472899511,-122.39935935102702
228,3786/104_2018,300.3421212170882,300.33751824817534,300.33751824817534,4.404832986371046e-06,37.77723265071129,-122.395578063022
229,4043/016_2018,299.8885925925928,299.8885925925928,299.8885925925928,0.0,37.76208211581067,-122.3902330386802
230,0141/011_2018,296.73410026844977,297.58708487084857,297.58708487084857,0.0,37.79897262860732,-122.40057949511832
231,0292/004_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78920347755653,-122.40322265856348
232,3932/017_2018,303.9268679245282,303.9268679245282,303.9268679245282,0.0,37.76688211690469,-122.40713746407526
233,0671/002_2018,301.4089682539681,301.4089682539681,301.4089682539681,0.0,37.78774065234799,-122.42230909487508
234,3722/081_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78546629504633,-122.40045377421389
235,4229/003_2018,300.4886642599278,300.4886642599278,300.4886642599278,4.404832986371046e-06,37.75452556430017,-122.38940748201564
236,0059/003_2018,297.06386100386106,297.06386100386106,297.06386100386106,0.0,37.804155679746565,-122.40469571608658
237,0291/012_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78980766741489,-122.40176691341588
238,3774/073_2018,291.9657370517929,291.9657370517929,291.9657370517929,4.404832986371046e-06,37.78262747908506,-122.39176553798283
239,0811/022_2018,301.88266666666686,301.88266666666686,301.88266666666686,0.0,37.777669920518925,-122.418871713921
240,3912/002_2018,303.88638783269977,303.88638783269977,303.88638783269977,0.0,37.76897271678559,-122.40247802273498
241,3754/058_2018,303.47214007782117,303.47214007782117,303.47214007782117,0.0,37.77773527966113,-122.40589987755762
242,3180/005_2018,300.3006034482757,300.3006034482757,300.3006034482757,0.0,37.72375472355622,-122.45373251678036
243,0340/001_2018,301.4089682539681,301.4089682539681,301.4089682539681,0.0,37.78402856372819,-122.4096075668698
244,6950/004_2018,300.3006034482757,300.3006034482757,300.3006034482757,0.0,37.72270427158995,-122.4440640693886
245,3526/013_2018,303.9268679245282,303.9268679245282,303.9268679245282,0.0,37.770069515131496,-122.4076182838774
246,3708/043_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78931787275106,-122.400654589595
247,3710/020_2018,297.34094600946,297.58708487084857,297.58708487084857,0.0,37.79177800328146,-122.39751708693414
248,3710/017_2018,293.15658536585374,293.15658536585374,293.15658536585374,0.0,37.79088547734885,-122.3966858752776
249,3768/016_2018,293.15658536585374,293.15658536585374,293.15658536585374,0.0,37.787579625856,-122.38845789894224
250,0264/004_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79321374586126,-122.3970430360494
251,3572/002_2018,304.5536964980545,304.5536964980545,304.5536964980545,4.404832986371046e-06,37.76452731850527,-122.41362833663928
252,0143/002_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79868326216197,-122.40263969842074
253,3717/019_2018,293.15658536585374,293.15658536585374,293.15658536585374,0.0,37.79135184127628,-122.39311043004147
254,3710/019_2018,293.15658536585374,293.15658536585374,293.15658536585374,0.0,37.79124240905095,-122.39713339775172
255,3701/066_2018,302.3830830039525,302.3830830039525,302.3830830039525,0.0,37.777097284611024,-122.41510265119612
256,4023/003_2018,304.5536964980545,304.5536964980545,304.5536964980545,0.0,37.76115213509767,-122.4095773265347
257,0297/028_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78832421841016,-122.410472299584
258,0140/001_2018,290.91198443579765,290.91198443579765,290.91198443579765,0.0,37.79950572964256,-122.39918297610406
259,0135/003_2018,292.3240249124431,297.58708487084857,290.91198443579765,3.337550217524389,37.799766381343765,-122.40165239913256
260,0236/017_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.793949066610544,-122.3980619629178
261,3549/083_2018,303.26286821705406,303.26286821705406,303.26286821705406,4.404832986371046e-06,37.76785245504984,-122.41610489238997
262,3729/086_2018,302.3830830039525,302.3830830039525,302.3830830039525,0.0,37.77532412168368,-122.41214492944852
263,3788/021_2018,300.33751824817534,300.33751824817534,300.33751824817534,0.0,37.78024176734456,-122.3935597074231
264,7080/024_2018,299.5395744680851,299.5395744680851,299.5395744680851,0.0,37.71746604592333,-122.4719722059892
265,3787/028_2018,300.33751824817534,300.33751824817534,300.33751824817534,0.0,37.77775523035364,-122.39480782446982
266,6083/006_2018,301.1125981791557,301.13852173913045,301.13852173913045,0.0,37.7239231185358,-122.43492459361804
267,0285/020_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78954796944609,-122.40830349841649
268,3748/031_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78656276674242,-122.39301419466038
269,0707/043_2018,301.4539972789117,301.27240816326537,301.27240816326537,0.0,37.78348073309072,-122.43331591957156
270,0250/001_2018,301.32932266963815,301.3270042194094,301.3270042194094,0.0,37.79061620006192,-122.41782084290664
271,0345/031_2018,303.4101167268806,303.47214007782117,303.47214007782117,0.0,37.7820994428152,-122.41427284413706
272,4007/002_2018,303.8803100775194,303.8803100775194,303.8803100775194,0.0,37.76268134826068,-122.40090929758216
273,0012/001_2018,299.8510077519379,299.8510077519379,299.8510077519379,0.0,37.8078874678031,-122.416099864063
274,3784/088_2018,303.88638783269977,303.88638783269977,303.88638783269977,0.0,37.77230927218345,-122.4017721727306
275,0165/021_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79829923287984,-122.40162899055755
276,1015/054_2018,299.1223111111112,299.1223111111112,299.1223111111112,0.0,37.786185641185824,-122.45759803246168
277,1228/005_2018,298.6591416309013,298.6591416309013,298.6591416309013,0.0,37.76955440823466,-122.452850015196
278,0332/001_2018,301.4089682539681,301.4089682539681,301.4089682539681,0.0,37.78475358595881,-122.4114360132148
279,0323/015_2018,301.4089682539681,301.4089682539681,301.4089682539681,0.0,37.78498084100387,-122.41413457017627
280,0288/032_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.790591995288885,-122.40305688387112
281,0166/001_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79839981795666,-122.40016723057822
282,3707/064_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78745786259691,-122.40130989854975
283,3780/004D_2018,303.88638783269977,303.88638783269977,303.88638783269977,0.0,37.77299630474769,-122.40374202192189
284,0163/005_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79750945531926,-122.40406962599604
285,0757/029_2018,301.88266666666686,301.88266666666686,301.88266666666686,0.0,37.78026056316624,-122.42955536214612
286,5241/018_2018,299.62007272727277,299.62007272727277,299.62007272727277,4.404832986371046e-06,37.74014573339909,-122.3859472920524
287,3789/009_2018,291.9657370517929,291.9657370517929,291.9657370517929,4.404832986371046e-06,37.782080728630135,-122.39123950238414
288,0682/006_2018,301.27240816326537,301.27240816326537,301.27240816326537,0.0,37.78551122323283,-122.43553749619686
289,3704/068_2018,303.47214007782117,303.47214007782117,303.47214007782117,0.0,37.78228078601742,-122.40953118820734
290,0196/023_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79596015597511,-122.40208089901752
291,3572/020A_2018,304.5536964980545,304.5536964980545,304.5536964980545,0.0,37.764978489702656,-122.41449887169732
292,0283/022_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.789192673961054,-122.41112215903654
293,3735/046_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78565481923071,-122.39839225833929
294,0327/026_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78618848933479,-122.40763290544088
295,0013/005_2018,299.8510077519379,299.8510077519379,299.8510077519379,0.0,37.80759926010946,-122.41532078247604
296,3555/063_2018,304.79952569169944,304.79952569169944,304.79952569169944,0.0,37.76540910288772,-122.42241662645246
297,3741/032_2018,293.15658536585374,293.15658536585374,293.15658536585374,0.0,37.79118511476412,-122.39179095493851
298,1071/001_2018,300.7789389268575,301.3193650793652,300.0651260504202,0.6271195144699506,37.7833557244408,-122.44775446065051
299,3706/047_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78564655510619,-122.40526487797328
300,0742/014_2018,302.3830830039525,302.3830830039525,302.3830830039525,0.0,37.78276767858876,-122.41956457811418
301,0267/004_2018,298.7824227797038,298.7633948339484,298.7633948339484,0.0,37.79156895553641,-122.39996360521832
302,4851/023_2018,299.3482656826568,299.3482656826568,299.3482656826568,0.0,37.72359232365299,-122.38848345306924
303,0238/001_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79386287004268,-122.4003737360744
304,5250/014_2018,303.7998479087453,303.7998479087453,303.7998479087453,0.0,37.74345479449753,-122.3951056852775
305,5585/004_2018,303.3085057471263,303.3085057471263,303.3085057471263,0.0,37.74025701595328,-122.40226170752754
306,3529/050_2018,303.26286821705406,303.26286821705406,303.26286821705406,4.404832986371046e-06,37.76910910738409,-122.41505815682947
307,1438/029_2018,300.4404273504272,300.4404273504272,300.4404273504272,0.0,37.78221791215409,-122.46503198701105
308,3752/095_2018,303.47214007782117,303.47214007782117,303.47214007782117,4.404832986371046e-06,37.77961324237574,-122.40168159376292
309,0241/025_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79293666472932,-122.40520723173653
310,0085/048_2018,297.06386100386106,297.06386100386106,297.06386100386106,0.0,37.8027159993331,-122.40342689404976
311,0166/008_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.798326435510965,-122.40063640182204
312,0240/007_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79296759311057,-122.40413957345574
313,0174/003_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79714744359194,-122.40116134046356
314,0141/002_2018,294.2806105398923,297.58708487084857,290.91198443579765,3.337550217524389,37.79927571221008,-122.40059043596132
315,0336/030_2018,302.3830830039525,302.3830830039525,302.3830830039525,0.0,37.782759544006666,-122.41657251423702
316,0206/008_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79514093281004,-122.40119427479208
317,0315/022_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.786972558151554,-122.40902942461008
318,3736/029_2018,298.7633948339484,298.7633948339484,298.7633948339484,4.404832986371046e-06,37.78596075174906,-122.39681734984968
319,1232/042_2018,299.8092682926829,299.8092682926829,299.8092682926829,0.0,37.77076068243651,-122.44630071665205
320,0208/028_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.795234987592046,-122.4036068364982
321,0315/011_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78659348024021,-122.4090648557314
322,6901/001A_2018,300.1385221674877,300.1385221674877,300.1385221674877,0.0,37.73044684006853,-122.47138627841544
323,0768/013_2018,302.2776822194388,302.3830830039525,302.3830830039525,0.0,37.78052026187276,-122.42238737697367
324,0237/014_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.7939012637592,-122.39971700628874
325,0229/020_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79470207021695,-122.40067477180398
326,0296/006_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78849426886075,-122.40883047736278
327,3722/071_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.7870415703618,-122.40042715583502
328,3592/015_2018,304.79952569169944,304.79952569169944,304.79952569169944,4.404832986371046e-06,37.76189215668253,-122.41441248114582
329,0295/008_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78898444018506,-122.40822614970546
330,5921/020_2018,302.3990697674418,302.3990697674418,302.3990697674418,0.0,37.73112859633268,-122.40887448439824
331,3717/021_2018,295.5507591368221,297.58708487084857,293.15658536585374,2.215249752499074,37.79175339085615,-122.39361386026069
332,0498/029_2018,298.7895219201869,299.022092050209,298.697751004016,0.16217052308424298,37.80154077881104,-122.42556146152216
333,0161/041_2018,297.59354246127793,297.58708487084857,297.58708487084857,0.0,37.79709288945127,-122.4074669608737
334,3504/047_2018,303.26286821705406,303.26286821705406,303.26286821705406,0.0,37.77271232817061,-122.42096641902356
335,3751/158_2018,300.33751824817534,300.33751824817534,300.33751824817534,0.0,37.78218149839918,-122.39846575395607
336,0642/003_2018,301.4089682539681,301.4089682539681,301.4089682539681,0.0,37.79081673744199,-122.42299497558854
337,3738/011_2018,293.15658536585374,293.15658536585374,293.15658536585374,0.0,37.7894977999381,-122.39426517778644
338,0135/007_2018,297.4949237208577,297.58708487084857,297.58708487084857,0.0,37.79968398368944,-122.4021184979181
339,3721/122_2018,298.7633948339484,298.7633948339484,298.7633948339484,4.404832986371046e-06,37.78886071538975,-122.39810923881194
340,0227/005_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79412358057153,-122.40322320009072
341,3774/031_2018,291.9657370517929,291.9657370517929,291.9657370517929,4.404832986371046e-06,37.78226310407922,-122.39214260093148
342,3749/059_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.785873430538295,-122.39374874118212
343,5414/021_2018,303.6673076923077,303.6673076923077,303.6673076923077,4.404832986371046e-06,37.728952070277366,-122.3948449116956
344,3905/003_2018,303.9268679245282,303.9268679245282,303.9268679245282,0.0,37.76855685375263,-122.4096139648741
345,0111/001_2018,297.06386100386106,297.06386100386106,297.06386100386106,0.0,37.80123672385635,-122.4007198350212
346,0327/001_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78646782383613,-122.4066290674536
347,3709/011_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.79072598741868,-122.39823963184053
348,0262/021_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79299738742767,-122.39904350548356
349,3706/062_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78669085021641,-122.4039125973164
350,0236/019_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79367339561149,-122.39846350926469
351,0265/003_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79221742547456,-122.39816673392006
352,0240/003_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79310375896233,-122.40317362314958
353,3709/008_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.79016339874023,-122.39754345935576
354,0241/027_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79310923922705,-122.40485815016424
355,3537/090_2018,301.93952191235076,301.93952191235076,301.93952191235076,0.0,37.76892919206063,-122.43097879765553
356,0349/021_2018,303.47214007782117,303.47214007782117,303.47214007782117,4.404832986371046e-06,37.781787153937046,-122.4125426374736
357,5414/031_2018,303.6673076923077,303.6673076923077,303.6673076923077,0.0,37.729005677864855,-122.3932664476681
358,0292/001_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78976014572264,-122.40252360680356
359,0238/002_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79344654293224,-122.4003436739801
360,3639/004_2018,304.1786100386102,304.1786100386102,304.1786100386102,0.0,37.754501889633545,-122.41243141968847
361,3702/044_2018,302.3830830039525,302.3830830039525,302.3830830039525,0.0,37.77935157570976,-122.41324697814257
362,0258/032_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79235939348868,-122.40468558591786
363,3712/023_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79253600143368,-122.3945931977279
364,3571/015_2018,304.7384565446466,304.79952569169944,304.79952569169944,0.0,37.76432320464417,-122.41694828193174
365,3777/017_2018,300.33751824817534,300.33751824817534,300.33751824817534,0.0,37.77877340671342,-122.39771127290194
366,3560/013_2018,302.90023437499997,302.90023437499997,302.90023437499997,0.0,37.76489029163963,-122.4328272287973
367,0309/028_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78798649719466,-122.4054729161846
368,0292/009_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.789607397201394,-122.40349560265416
369,0262/020_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79264073013118,-122.39897033191752
370,0176/016_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79692071488433,-122.40486169828534
371,0227/048_2018,299.0395735762675,300.886913580247,297.58708487084857,1.6499143546992836,37.79439333137351,-122.40343833453184
372,3717/022_2018,296.52491328325806,297.58708487084857,297.58708487084857,0.0,37.79188222445716,-122.39433905101042
373,3799/008_2018,303.88638783269977,303.88638783269977,303.88638783269977,0.0,37.770873216542135,-122.40236319634388
374,2901B/027_2018,298.45222222222225,298.45222222222225,298.45222222222225,0.0,37.74472519602422,-122.45228538932726
375,0676/072_2018,301.1990476190477,301.1990476190477,301.1990476190477,0.0,37.78679390166906,-122.43032499241409
376,1032/002_2018,300.0651260504202,300.0651260504202,300.0651260504202,0.0,37.78692283016577,-122.44708493028624
377,1517/037_2018,299.42368932038823,299.42368932038823,299.42368932038823,0.0,37.77966394156544,-122.48739822110907
378,0312/008_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78751117319303,-122.4047026650602
379,3722/080_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78661201700955,-122.40000549600605
380,0740/018_2018,301.1990476190477,301.1990476190477,301.1990476190477,0.0,37.78381919700791,-122.41900657589154
381,3707/062_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78866014416699,-122.40140602982495
382,3609/119_2018,304.1786100386102,304.1786100386102,304.1786100386102,0.0,37.75744035732158,-122.41937767957644
383,3717/012_2018,293.205703985643,293.15658536585374,293.15658536585374,0.0,37.791528271769984,-122.39400753014364
384,0192/041_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79547299713729,-122.4089823198408
385,0242/005_2018,300.886913580247,300.886913580247,300.886913580247,0.0,37.79266851823733,-122.40655102808924
386,0761/061_2018,301.9818482830658,301.88266666666686,301.88266666666686,0.0,37.78091839538828,-122.42338342755828
387,0236/018_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.79413762690725,-122.39858493162214
388,3639/004B_2018,304.1786100386102,304.1786100386102,304.1786100386102,0.0,37.75447644921537,-122.4128553624507
389,3750/008_2018,300.4205027024783,301.3270042194094,298.7633948339484,1.281804692733366,37.78382605006878,-122.39643828498568
390,3731/240_2018,302.3830830039525,302.3830830039525,302.3830830039525,0.0,37.77766325794109,-122.408424168468
391,2457/049_2018,299.7469607843135,299.7469607843135,299.7469607843135,0.0,37.73811270944376,-122.49727162225908
392,0289/003_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.79048515919225,-122.400940441661
393,0262/013_2018,297.58708487084857,297.58708487084857,297.58708487084857,0.0,37.7929686063904,-122.3995136794382
394,0714/017_2018,301.1990476190477,301.1990476190477,301.1990476190477,0.0,37.785271962029135,-122.42260358469314
395,3785/002_2018,303.47214007782117,303.47214007782117,303.47214007782117,0.0,37.77558909472605,-122.39797690716344
396,4014/002_2018,304.5536964980545,304.5536964980545,304.5536964980545,0.0,37.76219694812463,-122.40756177236238
397,0715/009_2018,301.1990476190477,301.1990476190477,301.1990476190477,0.0,37.78549246099573,-122.4208626975172
398,0289/009_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.790735824232506,-122.40196900262151
399,0326/023_2018,301.3270042194094,301.3270042194094,301.3270042194094,0.0,37.78572381876816,-122.4085124910318
400,3708/175_2018,298.7633948339484,298.7633948339484,298.7633948339484,0.0,37.78956498970549,-122.40034174120116
